loan_app_id,member_id,loan_amount,funded_amount,investors_amount,term,int_rate,monthly_installment,risk_grade,risk_sub_grade,emp_length,home_ownership,annual_income,verification_status,issue_date,loan_status,purpose_of_loan,addr_state,dti,delinq_in2yrs,earliest_cr_line,Inquiry_last_6mths,mths_since_last_delinq,open_acc,no.of_negative_financial_records,credit_bal_left,%credit_bal_left,total_credit_acc,total_pymnt_paid,total_pymnt_paid_to_inv,principal_receive,principal_received_inv,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_date,last_pymnt_amnt,credit-info_last_checked,pub_rec_bankruptcies
378869,404595,15000,15000,10495.97466, 36 months,12.53%,502,C,C1,9 years,MORTGAGE,141000,Verified,Feb-09,0,home_improvement,NJ,3.03,1,Sep-92,0,5,9,0,2732,4.90%,29,17144.90454,11995.59,15000,2144.91,0,0,0,Jul-10,9117.86,Aug-10,0
874275,1088683,23400,23400,23400, 36 months,7.49%,727.78,A,A4,1 year,RENT,66960,Verified,Sep-11,0,debt_consolidation,TX,15.66,0,Feb-90,0,,6,0,2086,20.10%,31,26132.84532,26132.85,23400,2732.85,0,0,0,Apr-14,4317.68,May-14,0
1061547,1293554,13000,13000,13000, 36 months,13.49%,441.1,C,C1,6 years,RENT,65000,Not Verified,Dec-11,0,debt_consolidation,CA,17.11,0,Dec-95,2,73,18,0,11036,81.10%,32,14826.52754,14826.53,13000,1826.53,0,0,0,Mar-13,8660.39,May-16,0
837198,1047315,19200,19200,19050, 36 months,11.99%,637.63,B,B5,8 years,MORTGAGE,104740,Verified,Aug-11,0,debt_consolidation,CA,14.2,0,Jan-89,3,,17,0,17971,70.80%,28,22948.07561,22768.79,19200,3748.08,0,0,0,Jul-14,1271.57,Apr-16,0
607827,779707,3500,3500,3000, 36 months,6.54%,107.34,A,A4,1 year,RENT,42000,Verified,Dec-10,0,wedding,TX,14.8,0,Jun-03,2,,4,0,90,1.50%,8,3880.36939,3326.03,3500,365.37,14.99999997,0,0,Jan-14,124.57,Jan-14,0
461884,577546,9000,9000,8950, 36 months,8.94%,285.95,A,A5,< 1 year,RENT,44000,Not Verified,Jan-10,0,house,NY,8.97,0,May-99,1,,14,0,4051,13.60%,18,9258.628753,9207.19,9000,258.63,0,0,0,Jul-10,5.81,Jul-10,0
805706,1011777,10000,10000,10000, 36 months,16.89%,355.99,D,D4,10+ years,MORTGAGE,49000,Source Verified,Jul-11,0,debt_consolidation,TX,19.98,1,Sep-00,0,5,7,0,4638,72.50%,20,12259.68223,12259.68,10000,2259.68,0,0,0,Apr-13,5159.26,Jan-14,0
604628,775672,15250,15250,14358.16004, 60 months,17.43%,382.54,E,E5,10+ years,MORTGAGE,43900,Source Verified,Oct-10,0,debt_consolidation,CA,14.9,0,Jul-00,2,,12,1,6889,77.40%,23,21117.55971,19119.69,15250,5867.56,0,0,0,Aug-13,8888.03,Oct-14,1
820278,1028491,8000,8000,8000, 36 months,6.99%,246.99,A,A3,7 years,OWN,54800,Not Verified,Jul-11,0,vacation,NY,0.33,0,Oct-01,0,28,7,0,699,3%,15,8886.946351,8886.95,8000,886.95,0,0,0,Jul-14,250.18,Feb-16,0
877151,1091851,24000,24000,24000, 36 months,5.99%,730.02,A,A2,10+ years,MORTGAGE,135000,Verified,Sep-11,0,debt_consolidation,NY,8.94,0,Oct-96,0,,7,0,80230,66.90%,21,26084.18217,26084.18,24000,2084.18,0,0,0,Nov-13,7834.59,Apr-16,0
609115,781315,12000,12000,11725, 60 months,9.62%,252.73,B,B3,4 years,RENT,39996,Not Verified,Nov-10,0,other,TX,14.19,0,Nov-96,1,53,5,0,2424,6.70%,10,15163.54167,14816.04,12000,3163.54,0,0,0,Nov-15,252.47,Nov-15,0
1048392,1279717,10000,10000,9950, 36 months,15.27%,347.98,C,C4,< 1 year,RENT,64000,Verified,Dec-11,0,debt_consolidation,MD,3.64,0,Feb-02,3,,3,1,6565,69.10%,10,12527.15,12464.51,10000,2527.15,0,0,0,Dec-14,371.66,Feb-15,1
999076,1224467,14000,14000,13975, 60 months,21.67%,384.05,F,F3,5 years,RENT,65000,Source Verified,Nov-11,0,small_business,MO,2.66,2,Nov-90,1,14,4,0,4479,23.50%,17,17083.63785,17053.13,14000,3083.64,0,0,0,Dec-12,12442.42,Dec-12,0
596403,765618,11000,11000,8921.21246, 36 months,7.14%,340.36,A,A3,,OWN,70000,Verified,Oct-10,0,credit_card,MI,2.14,0,Dec-92,1,,7,0,31593,6.70%,23,12253.52847,9937.45,11000,1253.53,0,0,0,Nov-13,361.88,Jan-15,0
464963,583092,24000,24000,23599.39901, 36 months,15.31%,835.57,D,D3,< 1 year,RENT,73000,Not Verified,Dec-09,0,other,NY,13.78,0,Feb-86,0,57,18,1,15268,57.70%,32,30082.99365,29540.09,24000,6083,0,0,0,Dec-12,843.92,Jan-13,0
522265,675542,4000,4000,4000, 36 months,7.88%,125.13,A,A5,5 years,MORTGAGE,102000,Not Verified,May-10,0,vacation,CA,1.46,0,May-06,0,,5,0,1686,10%,14,4191.883681,4191.88,4000,191.88,0,0,0,Feb-11,3317.67,Mar-11,0
480216,610335,3700,3700,3700, 36 months,14.22%,126.86,C,C5,,RENT,17496.8,Not Verified,Jan-10,0,other,TX,3.36,0,Aug-06,0,,2,0,1605,45.90%,5,4566.723907,4566.72,3700,866.72,0,0,0,Feb-13,132.7,Apr-16,0
1002063,1228104,16800,16800,16800, 60 months,10.65%,362.35,B,B2,< 1 year,RENT,52000,Source Verified,Nov-11,0,major_purchase,CA,3.25,0,Jan-01,1,,9,0,971,3.80%,18,21646.49997,21646.5,16800,4846.5,0,0,0,Mar-16,3166.65,Mar-16,0
786333,989712,7550,7550,7525, 36 months,9.99%,243.59,B,B1,10+ years,MORTGAGE,31200,Not Verified,Jun-11,0,debt_consolidation,NC,28.19,0,Jan-96,2,,11,0,8746,28.20%,18,8748.96327,8719.99,7550,1198.96,0,0,0,Mar-14,1222.75,Mar-14,0
776776,979179,12000,12000,12000, 60 months,19.29%,313.21,E,E4,6 years,RENT,51000,Not Verified,Jun-11,0,debt_consolidation,CA,11.81,0,Dec-03,1,,6,0,10849,81%,7,18254.82997,18254.83,12000,6254.83,0,0,0,Mar-15,4485.84,Mar-15,0
417850,487389,1000,1000,1000, 36 months,9.32%,31.95,A,A4,10+ years,MORTGAGE,85000,Not Verified,Jun-09,0,other,NY,7.27,0,Aug-91,0,37,7,0,5690,21.50%,30,1080.451662,1080.45,1000,80.45,0,0,0,Aug-10,3.81,Jul-10,0
265521,252913,10000,10000,1424.995563, 36 months,9.76%,321.55,B,B2,5 years,RENT,24000,Not Verified,Feb-08,1,major_purchase,IL,2.7,1,Dec-93,3,14,11,0,3717,16.10%,32,6517.47,925.86,5104.59,1412.88,0,0,0,Mar-10,171.86,May-16,
1011180,1238032,5000,5000,5000, 36 months,12.69%,167.73,B,B5,10+ years,RENT,23400,Source Verified,Nov-11,0,credit_card,VA,23.28,0,Jan-94,1,39,8,0,41,1.20%,52,6038.025461,6038.03,5000,1038.03,0,0,0,Nov-14,177.26,May-15,0
820815,1029064,20000,20000,19975, 36 months,10.99%,654.68,B,B3,5 years,MORTGAGE,80000,Verified,Jul-11,0,debt_consolidation,TX,13.72,0,Sep-96,2,,12,0,15797,35.20%,30,23281.33028,23252.23,20000,3281.33,0,0,0,Nov-13,5419.85,Nov-15,0
813926,1021405,5200,5200,5200, 36 months,13.99%,177.7,C,C3,5 years,MORTGAGE,60000,Source Verified,Jul-11,1,debt_consolidation,CA,23.18,0,Oct-86,2,,17,0,28118,94.70%,39,3906.66,3906.66,2613.45,931.75,0,361.46,65.0628,Apr-13,177.7,Aug-13,0
642501,822356,9000,9000,8975, 60 months,9.62%,189.55,B,B3,5 years,MORTGAGE,62000,Not Verified,Jan-11,0,car,WA,10.94,0,Sep-98,0,,10,0,6263,29%,18,11143.83001,11112.87,9000,2143.83,0,0,0,Feb-15,72.52,Feb-15,0
379613,406236,7200,7200,6541.963685, 36 months,9.63%,231.08,A,A5,10+ years,RENT,76668,Verified,Feb-09,0,credit_card,VA,11.14,1,Jul-99,1,22,10,0,9222,48%,19,8318.820656,7556.07,7199.99,1118.83,0,0,0,Mar-12,244.24,Mar-12,0
777271,979741,9600,9600,9600, 36 months,5.99%,292.01,A,A2,3 years,MORTGAGE,165000,Source Verified,Jun-11,0,debt_consolidation,CA,8.33,0,Dec-99,0,26,7,0,7534,26.70%,25,9987.287404,9987.29,9600,387.29,0,0,0,Mar-12,7652.53,Jul-14,0
794031,998608,13000,13000,12600, 36 months,10.99%,425.55,B,B3,8 years,MORTGAGE,45000,Verified,Jul-11,0,debt_consolidation,GA,10.29,0,Mar-97,0,,10,1,8178,69.40%,29,14819.70643,14363.72,13000,1819.71,0,0,0,Mar-13,6765.66,May-16,1
464273,581804,21000,21000,21000, 36 months,13.57%,713.34,C,C3,4 years,MORTGAGE,144000,Not Verified,Dec-09,0,credit_card,TX,13.95,0,Sep-92,0,26,21,0,25547,32.10%,35,25680.14841,25680.15,21000,4680.15,0,0,0,Dec-12,777.53,Dec-12,0
579566,745137,7500,7500,7500, 36 months,14.35%,257.61,C,C4,3 years,MORTGAGE,46000,Source Verified,Sep-10,0,major_purchase,NY,11.22,0,Nov-99,1,78,9,0,1300,15.90%,15,9274.168013,9274.17,7500,1774.17,0,0,0,Oct-13,267.13,Sep-13,0
1004908,1231578,7575,7575,7575, 36 months,6.62%,232.59,A,A2,6 years,MORTGAGE,21600,Verified,Nov-11,0,debt_consolidation,GA,23.89,0,May-98,0,,10,0,18050,58.70%,21,8372.849378,8372.85,7575,797.85,0,0,0,Nov-14,242.68,Nov-14,0
560524,721435,7500,7500,6975, 36 months,7.51%,233.34,A,A4,5 years,OWN,26004,Not Verified,Aug-10,0,debt_consolidation,TX,21.41,0,Jul-91,0,,5,0,9208,35.80%,15,8400.132273,7812.12,7500,900.13,0,0,0,Aug-13,257.91,Aug-13,0
711839,904829,8800,8800,8550, 36 months,10.37%,285.49,B,B3,5 years,MORTGAGE,60000,Not Verified,Mar-11,0,debt_consolidation,WA,6.02,0,Jul-94,0,,7,1,7370,70.20%,16,10294.69227,10002.23,8800,1479.69,15.00000003,0,0,Apr-14,294.69,Apr-14,1
703415,895373,6000,6000,5975, 36 months,6.92%,185.05,A,A3,4 years,MORTGAGE,120000,Not Verified,Mar-11,0,home_improvement,MA,2.69,0,Oct-93,2,,6,0,15472,30.30%,28,6252.227614,6226.18,6000,252.23,0,0,0,Dec-11,4958.71,Dec-11,0
445877,544847,8000,8000,7796.69, 36 months,16.00%,281.26,D,D5,8 years,OTHER,60000,Not Verified,Oct-09,0,debt_consolidation,CA,6.78,1,Jul-98,2,6,3,0,0,0%,21,9409.211941,9192.88,8000,1409.22,0,0,0,Feb-11,5201,Feb-11,0
290064,290021,4000,4000,3925, 36 months,9.45%,128.04,B,B1,4 years,MORTGAGE,97200,Not Verified,Mar-08,0,home_improvement,UT,13.16,0,May-01,3,,8,0,41248,5.30%,10,4204.520874,4125.68,4000,204.52,0,0,0,Nov-08,3436.86,Oct-08,0
614250,785987,5000,5000,5000, 36 months,12.61%,167.54,C,C2,9 years,MORTGAGE,95000,Source Verified,Nov-10,0,vacation,OH,20.64,0,Sep-99,3,,14,0,42576,94.60%,43,5795.957037,5795.96,5000,795.96,0,0,0,Oct-12,1190.88,Aug-15,0
876293,1090939,8000,8000,8000, 36 months,15.23%,278.23,C,C5,2 years,RENT,52500,Source Verified,Sep-11,1,small_business,PA,9.51,0,Apr-00,3,,9,1,12335,82.40%,17,8346.9,8346.9,6382.92,1963.98,0,0,0,Apr-14,294.47,May-16,1
835727,1045701,6000,6000,6000, 36 months,12.99%,202.14,C,C1,10+ years,MORTGAGE,45600,Source Verified,Aug-11,0,debt_consolidation,GA,12.79,0,Sep-81,1,,9,1,7390,84%,19,7276.813163,7276.81,6000,1276.81,0,0,0,Aug-14,210.52,May-16,1
644036,824177,16000,16000,16000, 36 months,6.91%,493.38,A,A5,10+ years,MORTGAGE,80000,Verified,Jan-11,0,credit_card,FL,24.9,0,May-91,0,,15,0,44290,41.20%,34,17761.73646,17761.74,16000,1761.74,0,0,0,Jan-14,501.15,Mar-16,0
968878,1189876,3950,3950,3950, 36 months,6.03%,120.23,A,A1,7 years,MORTGAGE,109000,Source Verified,Sep-11,0,renewable_energy,MA,2.73,0,Dec-00,0,,10,0,3596,6%,27,4008.285629,4008.29,3950,58.29,0,0,0,Jan-12,3768.66,Jan-12,0
1009171,1235698,5000,5000,5000, 36 months,7.51%,155.56,A,A3,5 years,OWN,15000,Not Verified,Nov-11,0,debt_consolidation,KS,15.44,0,Feb-04,0,73,16,0,4104,43.20%,20,5599.9208,5599.92,5000,599.92,0,0,0,Nov-14,163.75,Nov-14,0
816202,1023913,2400,2400,2400, 36 months,10.99%,78.57,B,B3,1 year,RENT,39000,Source Verified,Jul-11,0,debt_consolidation,FL,14.34,0,Nov-02,0,35,8,0,3898,65%,10,2845.343632,2845.34,2400,430.34,15.00000002,0,0,Aug-14,91.25,May-16,0
596426,765644,3000,3000,3000, 36 months,16.32%,105.95,D,D5,4 years,RENT,30000,Source Verified,Oct-10,0,other,NJ,3.68,0,Sep-04,1,,4,0,0,,5,3814.408677,3814.41,3000,814.41,0,0,0,Nov-13,111.46,Oct-13,0
585053,751740,7000,7000,7000, 36 months,7.14%,216.59,A,A3,10+ years,RENT,40000,Source Verified,Sep-10,0,debt_consolidation,NY,9.06,0,Jan-92,3,60,14,0,5332,22.20%,37,7795.219102,7795.22,7000,795.22,0,0,0,Sep-13,231.12,Sep-15,0
867449,1081050,3825,3825,3825, 36 months,5.42%,115.37,A,A1,3 years,RENT,85000,Not Verified,Sep-11,0,debt_consolidation,CA,11.37,0,Jan-03,0,,12,0,4217,10.90%,16,3950.712024,3950.71,3825,125.71,0,0,0,May-12,3146.8,May-12,0
771778,973596,4000,4000,4000, 36 months,14.82%,138.31,C,C3,6 years,RENT,61260,Not Verified,Jun-11,0,debt_consolidation,PA,16.81,0,Sep-98,1,48,18,0,9311,67%,38,4979.114408,4979.11,4000,979.11,0,0,0,Jun-14,150.53,Mar-16,0
979576,1202727,20000,20000,19975, 60 months,11.71%,441.97,B,B3,1 year,MORTGAGE,120000,Verified,Nov-11,0,debt_consolidation,MA,19.42,0,Sep-74,0,,10,0,9423,39.10%,23,22820.45824,22791.93,20000,2820.46,0,0,0,Mar-13,16204.67,Nov-13,0
597931,767474,12000,12000,11861.1528, 36 months,7.51%,373.33,A,A4,6 years,MORTGAGE,33000,Verified,Oct-10,0,debt_consolidation,KY,12.22,0,Jun-96,3,,10,0,11981,34%,45,13337.92348,13176.86,12000,1337.92,0,0,0,Feb-13,3675.11,Jul-14,0
673841,861281,3050,3050,3050, 36 months,7.29%,94.59,A,A4,6 years,MORTGAGE,60000,Not Verified,Feb-11,0,car,CA,1.4,0,Aug-00,0,37,3,0,2758,55.20%,12,3169.935,3169.93,3050,119.93,0,0,0,Sep-11,2604,Jul-13,0
624483,800282,10000,10000,9850, 36 months,5.79%,303.27,A,A2,10+ years,MORTGAGE,52188,Verified,Dec-10,0,other,LA,17.8,0,Jan-99,1,,8,0,2739,19.80%,12,10853.21701,10690.42,10000,853.22,0,0,0,Mar-13,2997.12,May-16,0
772268,974177,5600,5600,5600, 36 months,10.59%,182.26,B,B2,3 years,MORTGAGE,33000,Source Verified,Jun-11,0,home_improvement,SC,24.33,0,Sep-05,3,,11,0,913,12.40%,15,6028.016124,6028.02,5600,428.02,0,0,0,May-12,3075.57,May-15,0
646031,826577,24000,24000,23824.57494, 60 months,12.61%,541.3,C,C2,7 years,MORTGAGE,80000,Verified,Jan-11,0,debt_consolidation,PA,15.22,0,Sep-01,3,,7,0,10673,46.40%,23,31917.02213,31626.31,24000,7889.96,27.06000016,0,0,Oct-14,8120.03,Dec-15,0
965918,1186766,14000,14000,13750, 60 months,12.69%,316.33,B,B5,10+ years,MORTGAGE,67200,Verified,Oct-11,1,debt_consolidation,CA,3.91,1,Dec-95,0,18,5,0,4458,70.80%,9,15221.49,14949.64,9623.81,4595.08,0,1002.6,180.468,Jul-15,316.33,Sep-15,0
1016318,1244024,11200,11200,11200, 36 months,14.27%,384.26,C,C2,10+ years,OWN,46000,Source Verified,Nov-11,0,credit_card,TX,19.38,0,Jul-98,3,,12,0,12566,72.20%,33,12393.18149,12393.18,11200,1193.18,0,0,0,Sep-12,8938.92,Oct-12,0
718404,912614,10000,10000,10000, 36 months,7.29%,310.1,A,A4,2 years,MORTGAGE,107004,Verified,Apr-11,0,home_improvement,MD,10.38,0,Dec-98,0,39,8,0,1888,9.30%,23,11163.54473,11163.54,10000,1163.54,0,0,0,Apr-14,333.05,Apr-14,0
1006070,1232472,35000,35000,35000, 36 months,12.42%,1169.54,B,B4,,MORTGAGE,185000,Verified,Nov-11,0,small_business,TX,8.9,0,Jun-05,1,,4,0,12232,34.90%,9,41056.65714,41056.66,35000,6056.66,0,0,0,Oct-13,15336.14,Oct-13,0
768615,969939,12000,12000,12000, 60 months,15.99%,291.76,D,D2,9 years,MORTGAGE,50000,Not Verified,May-11,0,credit_card,GA,18.89,1,Jul-97,0,18,11,0,18271,42.30%,38,14776.13205,14776.13,12000,2776.13,0,0,0,Jul-13,83.72,May-16,0
1009737,1236511,17900,17900,17900, 36 months,7.90%,560.1,A,A4,< 1 year,RENT,65000,Verified,Nov-11,0,debt_consolidation,TX,21.32,0,Oct-88,0,,13,0,28640,45.30%,59,19885.5215,19885.52,17900,1985.52,0,0,0,Nov-13,7014.63,Oct-15,0
546608,704836,20000,20000,19750, 36 months,7.88%,625.63,A,A5,6 years,OWN,85000,Verified,Jul-10,0,credit_card,NY,12.99,0,Dec-88,1,,14,0,26359,34.10%,26,22523.85985,22242.31,20000,2523.86,0,0,0,Aug-13,654.05,May-16,0
763274,963835,20000,20000,20000, 60 months,16.49%,491.59,D,D3,10+ years,OWN,123000,Source Verified,May-11,1,home_improvement,MT,16.52,0,Jan-98,1,47,8,0,11093,44.90%,18,8793.01,8793.01,3843.1,4009.22,0,940.69,9.02,Oct-12,491.59,Mar-13,0
577937,743127,5000,5000,5000, 36 months,13.98%,170.84,C,C3,< 1 year,RENT,48504,Not Verified,Sep-10,0,debt_consolidation,NY,6.01,2,Nov-01,1,18,9,0,1669,22.60%,19,5494.21724,5494.22,5000,494.22,0,0,0,Jan-12,149.32,Jan-12,0
1037046,1266932,5000,5000,4750, 36 months,16.29%,176.51,D,D1,2 years,OWN,24000,Source Verified,Nov-11,0,major_purchase,TX,4.65,0,Jul-08,0,,3,0,5063,64.10%,4,6330.68,6014.15,5000,1330.68,0,0,0,Oct-14,334.48,May-16,0
614359,787606,3500,3500,3275, 36 months,9.25%,111.71,B,B2,5 years,RENT,54084,Not Verified,Nov-10,0,major_purchase,IL,8.01,0,Sep-96,2,49,22,0,6839,54.70%,46,4021.706535,3763.17,3500,521.71,0,0,0,Dec-13,129,Oct-15,0
415767,483608,9150,9150,4150, 36 months,13.16%,309,C,C3,1 year,RENT,43000,Not Verified,Jul-09,0,credit_card,CA,21.66,0,Jan-01,0,,4,0,14299,79.40%,7,9841.301176,4463.59,9150,691.3,0,0,0,Apr-10,5.29,Apr-10,0
645488,825950,14400,14400,14400, 36 months,9.62%,462.09,B,B3,10+ years,RENT,64000,Source Verified,Jan-11,0,credit_card,CA,7.56,0,Aug-70,0,42,15,0,4586,18.50%,36,15148.94216,15148.94,14400,748.94,0,0,0,Aug-11,12382.61,May-16,0
973448,1195449,12000,12000,11950, 60 months,14.27%,280.91,C,C2,10+ years,MORTGAGE,52000,Not Verified,Oct-11,0,debt_consolidation,NJ,4.36,0,Nov-01,1,,7,0,8664,46.10%,12,15645.31434,15580.13,12000,3645.31,0,0,0,Jun-14,6939.05,May-15,0
480972,611597,16000,16000,15640.96137, 36 months,10.99%,523.77,B,B4,3 years,MORTGAGE,38000,Not Verified,Feb-10,0,debt_consolidation,GA,20.18,0,Nov-96,1,,12,0,21370,33.80%,25,18856.2931,18398.1,16000,2856.29,0,0,0,Feb-13,576.39,Feb-13,0
550341,709396,10000,10000,10000, 36 months,11.49%,329.72,B,B4,2 years,RENT,120000,Verified,Jul-10,0,house,VA,0.03,0,Sep-03,2,,13,0,865,2.60%,16,11327.18918,11327.19,10000,1310.7,16.49,0,0,Feb-12,25.23,Jan-12,0
505579,651528,15000,15000,14975, 36 months,12.73%,503.5,C,C1,,RENT,49439,Not Verified,Apr-10,1,debt_consolidation,NY,18.96,0,Oct-90,0,,16,1,20526,53%,24,12026.68,12006.71,3600.45,1417.95,0,7008.28,2453.39,Mar-11,503.5,Apr-16,1
410236,461515,18500,18500,3499.995648, 36 months,13.16%,624.75,C,C3,6 years,OWN,55000,Verified,Jun-09,1,debt_consolidation,MO,21.67,0,Oct-97,1,,12,0,24983,63.70%,26,12304.26,2324.99,8850.34,3016.4,0,437.52,4.45,Jan-11,624.75,Jun-11,0
485729,618898,14000,14000,13975, 36 months,9.88%,450.95,B,B1,< 1 year,RENT,37000,Not Verified,Feb-10,0,credit_card,MA,20.04,0,Jul-99,0,,10,0,15460,60.60%,31,16234.83023,16205.84,14000,2234.83,0,0,0,Mar-13,470.49,Sep-13,0
771105,972844,7000,7000,6975, 36 months,10.59%,227.82,B,B2,5 years,MORTGAGE,50000,Not Verified,Jun-11,0,home_improvement,OR,10.4,0,May-04,0,,11,0,5935,18.10%,13,7910.922808,7882.67,7000,910.92,0,0,0,Jan-13,3820.84,Jul-14,0
716281,910073,7200,7200,7200, 60 months,15.28%,172.35,D,D3,4 years,OWN,50000,Not Verified,Apr-11,0,home_improvement,MA,21.89,0,Dec-00,1,,6,0,4446,94.60%,25,9958.563399,9958.56,7200,2758.56,0,0,0,Sep-14,3084.38,Nov-15,0
1022059,1250837,3000,3000,3000, 36 months,11.71%,99.23,B,B3,< 1 year,RENT,36000,Source Verified,Nov-11,0,other,CA,17.67,0,Feb-06,0,,7,0,6558,76%,13,3562.696448,3562.7,3000,562.7,0,0,0,Jul-14,496.1,Oct-15,0
592737,761240,3000,3000,3000, 36 months,10.38%,97.34,B,B1,10+ years,RENT,30000,Not Verified,Oct-10,0,renewable_energy,WA,18.56,0,Dec-98,0,45,11,0,4039,87.80%,20,3504.4643,3504.46,3000,504.46,0,0,0,Oct-13,100.89,Jul-14,0
345388,345385,6000,4075,895.03, 36 months,10.39%,132.24,B,B4,< 1 year,RENT,61000,Not Verified,Apr-08,0,credit_card,MA,9.29,0,Oct-99,0,,6,0,14350,90.30%,9,4749.241828,915.15,4075,674.24,0,0,0,Jan-11,650.72,Jan-12,0
667193,852985,20500,20500,20500, 60 months,15.28%,490.72,D,D3,3 years,MORTGAGE,65000,Verified,Feb-11,0,debt_consolidation,NJ,24.33,0,Sep-01,0,,21,0,11449,18.90%,63,27886.90886,27886.91,20500.01,7386.9,0,0,0,Mar-14,10275.49,Mar-16,0
524955,679252,10000,6800,3599.999348, 60 months,13.98%,158.16,C,C3,< 1 year,RENT,54000,Not Verified,Jun-10,1,other,AZ,23.15,0,Mar-94,3,,7,0,19677,38.30%,9,789.75,417.7,403.47,386.28,0,0,0,Nov-10,158.16,May-16,0
439505,531026,16000,16000,15850, 36 months,12.18%,532.8,B,B4,7 years,RENT,90000,Verified,Sep-09,0,debt_consolidation,NY,13.68,0,Mar-99,2,,19,0,5630,17.80%,34,19180.72723,19000.91,16000,3180.73,0,0,0,Sep-12,550.96,Apr-16,0
496620,636401,18000,18000,17975, 36 months,13.85%,613.87,C,C4,< 1 year,RENT,62000,Verified,Apr-10,0,other,MD,16.05,0,Jun-93,0,,7,0,23246,77.20%,9,19086.48047,19059.97,18000,1086.48,0,0,0,Dec-10,2197.18,May-16,0
377316,401377,6000,6000,4407.61355, 36 months,14.11%,205.38,D,D1,1 year,RENT,35004,Source Verified,Feb-09,0,debt_consolidation,OR,16.76,1,Mar-99,0,22,8,0,1243,22.60%,23,7412.009936,5318.67,6000,1412.01,0,0,0,Feb-12,236.35,Feb-12,0
382138,411218,8000,8000,8000, 36 months,15.05%,277.53,D,D4,10+ years,OTHER,27048,Verified,Mar-09,0,debt_consolidation,IL,6.26,1,Feb-04,0,12,6,0,7974,91.70%,10,9991.071005,9991.07,7999.99,1991.08,0,0,0,Mar-12,286.27,Mar-12,0
867707,1081380,9200,9200,9200, 60 months,13.99%,214.03,C,C3,6 years,RENT,46572,Source Verified,Sep-11,0,debt_consolidation,NY,14.94,0,Jan-98,3,,8,0,12565,71.40%,28,12421.69999,12421.7,9200,3221.7,0,0,0,Feb-15,3869.9,Nov-15,0
412217,464922,15000,15000,10258.34326, 36 months,11.89%,497.46,B,B4,6 years,RENT,70000,Source Verified,Jun-09,0,debt_consolidation,HI,19.61,0,Sep-99,0,,8,0,21694,82.20%,21,17860.18624,11671.39,15000,2860.19,0,0,0,Feb-12,2447.8,Jun-15,0
980365,1203547,4000,4000,4000, 36 months,7.90%,125.17,A,A4,< 1 year,RENT,53285,Source Verified,Oct-11,0,debt_consolidation,WA,15.81,0,Dec-93,1,,10,1,3971,16.80%,17,4077.302308,4077.3,4000,77.3,0,0,0,Jan-12,3827.5,Jan-12,1
532789,688663,10000,10000,9975, 60 months,18.67%,257.6,F,F2,3 years,MORTGAGE,135000,Source Verified,Jun-10,0,debt_consolidation,AZ,9.78,1,Aug-96,2,10,9,0,17679,95.60%,28,15455.33,15416.69,10000,5455.33,0,0,0,Jul-15,271.8,Jun-15,0
1036067,1265933,12000,12000,12000, 36 months,16.29%,423.61,D,D1,5 years,MORTGAGE,105000,Not Verified,Nov-11,0,debt_consolidation,NV,11.7,3,Jul-01,2,15,10,0,6942,77.10%,19,15276.55999,15276.56,12000,3255.38,21.18000001,0,0,Jan-15,11.51,May-16,0
296664,296661,3000,3000,2950, 36 months,7.68%,93.57,A,A2,1 year,MORTGAGE,50000,Not Verified,Mar-08,0,other,KS,0.79,0,Jul-99,0,62,11,0,3894,10.50%,12,3368.395476,3312.26,3000,368.4,0,0,0,Apr-11,109.82,Mar-11,0
824661,1033395,2400,2400,2150, 36 months,10.99%,78.57,B,B3,5 years,RENT,43000,Not Verified,Jul-11,0,debt_consolidation,UT,7.34,0,May-95,0,53,2,0,4935,67.60%,7,2700.369502,2419.08,2400,300.37,0,0,0,Jan-13,1449.71,Feb-13,0
258521,258200,7200,7200,4393.97, 36 months,10.39%,233.65,B,B4,1 year,RENT,48000,Not Verified,Feb-08,0,credit_card,CO,12.63,0,Dec-04,0,0,9,0,5824,44.70%,9,8423.18,5071.77,7200,1223.18,0,0,0,Mar-11,224.58,Feb-11,
730413,901959,13500,13500,13475, 60 months,12.68%,304.96,C,C1,7 years,RENT,50400,Source Verified,Apr-11,0,wedding,PA,13.24,0,Feb-02,1,,6,0,4468,19.40%,16,18297.57004,18263.69,13500,4797.57,0,0,0,May-16,304.93,Apr-16,0
752900,952522,14000,14000,14000, 36 months,10.99%,458.28,B,B3,2 years,RENT,54000,Source Verified,May-11,0,debt_consolidation,MO,16.53,0,Apr-94,0,,10,0,6536,80.70%,19,16497.97378,16497.97,14000.07,2497.9,0,0,0,Jun-14,487.43,May-16,0
1043550,1273887,10000,10000,10000, 36 months,13.49%,339.31,C,C1,5 years,OWN,25000,Not Verified,Dec-11,0,credit_card,NY,10.32,0,Jul-06,2,44,8,0,10251,51%,14,12214.91792,12214.92,10000,2214.92,0,0,0,Dec-14,358.73,Dec-14,0
1035481,1265108,1800,1800,1800, 36 months,12.69%,60.39,B,B5,2 years,RENT,25000,Not Verified,Nov-11,1,other,GA,17.66,0,Apr-04,0,,2,0,673,96.10%,5,736.59,736.59,477.27,183.61,0,75.71,0.72,Nov-12,60.39,Apr-13,0
